Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
2671.80        0.08           167.59         2671.77        6.556          2.719          426703.554     6499710.718    0.13
2672.00        0.08           168.78         2671.96        6.556          2.719          426703.554     6499710.718    0.13
2672.20        0.08           169.97         2672.16        6.556          2.719          426703.554     6499710.718    0.13
2672.40        0.08           171.16         2672.36        6.556          2.719          426703.554     6499710.718    0.13
2672.60        0.08           172.35         2672.56        6.557          2.719          426703.555     6499710.718    0.13
2672.80        0.08           173.54         2672.76        6.557          2.719          426703.555     6499710.718    0.13
2673.00        0.08           174.73         2672.96        6.557          2.719          426703.555     6499710.718    0.13
2673.20        0.08           175.92         2673.16        6.557          2.719          426703.555     6499710.718    0.13
2673.40        0.08           177.11         2673.36        6.557          2.719          426703.555     6499710.718    0.13
2673.60        0.08           178.30         2673.56        6.557          2.719          426703.555     6499710.718    0.14
2673.80        0.08           179.49         2673.76        6.557          2.719          426703.555     6499710.718    0.14
2674.00        0.08           180.68         2673.96        6.557          2.719          426703.555     6499710.718    0.14
2674.20        0.08           181.87         2674.16        6.557          2.719          426703.555     6499710.718    0.14
2674.40        0.08           183.06         2674.36        6.557          2.719          426703.555     6499710.718    0.14
2674.60        0.08           184.25         2674.56        6.557          2.719          426703.555     6499710.718    0.14
2674.80        0.08           185.44         2674.76        6.557          2.719          426703.555     6499710.718    0.14
2675.00        0.08           186.63         2674.95        6.558          2.719          426703.556     6499710.718    0.14
2675.20        0.08           187.82         2675.15        6.558          2.719          426703.556     6499710.718    0.14
2675.40        0.08           189.01         2675.35        6.558          2.719          426703.556     6499710.718    0.14
2675.60        0.08           190.20         2675.55        6.558          2.719          426703.556     6499710.718    0.14
2675.80        0.08           191.39         2675.75        6.558          2.719          426703.556     6499710.718    0.14
2676.00        0.08           192.58         2675.95        6.558          2.719          426703.556     6499710.718    0.14
2676.20        0.07           193.78         2676.15        6.558          2.719          426703.556     6499710.718    0.14
2676.40        0.07           194.97         2676.35        6.558          2.719          426703.556     6499710.718    0.14
2676.60        0.07           196.16         2676.55        6.558          2.719          426703.556     6499710.718    0.14
2676.80        0.07           197.35         2676.75        6.558          2.719          426703.556     6499710.718    0.14
2677.00        0.07           198.54         2676.95        6.558          2.719          426703.556     6499710.718    0.15
2677.20        0.07           199.73         2677.15        6.559          2.719          426703.557     6499710.718    0.15
2677.40        0.07           200.92         2677.35        6.559          2.719          426703.557     6499710.718    0.15
2677.60        0.07           202.11         2677.55        6.559          2.719          426703.557     6499710.718    0.15
2677.80        0.07           203.30         2677.74        6.559          2.719          426703.557     6499710.718    0.15
2678.00        0.07           204.49         2677.94        6.559          2.719          426703.557     6499710.718    0.15
2678.20        0.07           205.68         2678.14        6.559          2.719          426703.557     6499710.718    0.15
2678.40        0.07           206.87         2678.34        6.559          2.719          426703.557     6499710.718    0.15
2678.60        0.07           208.06         2678.54        6.559          2.719          426703.557     6499710.718    0.15
2678.80        0.07           209.25         2678.74        6.559          2.719          426703.557     6499710.718    0.15
2679.00        0.07           210.44         2678.94        6.559          2.719          426703.557     6499710.718    0.15
2679.20        0.07           211.63         2679.14        6.559          2.719          426703.557     6499710.718    0.15
2679.40        0.07           212.82         2679.34        6.560          2.719          426703.558     6499710.718    0.15
2679.60        0.07           214.01         2679.54        6.560          2.719          426703.558     6499710.718    0.15
2679.80        0.07           215.20         2679.74        6.560          2.719          426703.558     6499710.718    0.15
2680.00        0.07           216.39         2679.94        6.560          2.719          426703.558     6499710.718    0.15
2680.20        0.07           217.58         2680.14        6.560          2.720          426703.558     6499710.719    0.16
2680.40        0.07           218.77         2680.34        6.560          2.720          426703.558     6499710.719    0.16
2680.60        0.07           219.96         2680.54        6.560          2.720          426703.558     6499710.719    0.16
2680.80        0.07           221.15         2680.73        6.560          2.720          426703.558     6499710.719    0.16
2681.00        0.07           222.34         2680.93        6.560          2.720          426703.558     6499710.719    0.16
2681.20        0.07           223.53         2681.13        6.560          2.720          426703.558     6499710.719    0.16
2681.40        0.07           224.72         2681.33        6.560          2.720          426703.558     6499710.719    0.16
2681.60        0.07           225.91         2681.53        6.560          2.720          426703.558     6499710.719    0.16
2681.80        0.07           227.10         2681.73        6.561          2.720          426703.559     6499710.719    0.16
2682.00        0.07           228.29         2681.93        6.561          2.720          426703.559     6499710.719    0.16
2682.20        0.06           229.49         2682.13        6.561          2.720          426703.559     6499710.719    0.16
2682.40        0.06           230.68         2682.33        6.561          2.720          426703.559     6499710.719    0.16
2682.60        0.06           231.87         2682.53        6.561          2.720          426703.559     6499710.719    0.16
2682.80        0.06           233.06         2682.73        6.561          2.720          426703.559     6499710.719    0.16
2683.00        0.06           234.25         2682.93        6.561          2.720          426703.559     6499710.719    0.16
2683.20        0.06           235.44         2683.13        6.561          2.720          426703.559     6499710.719    0.16
2683.40        0.06           236.63         2683.33        6.561          2.720          426703.559     6499710.719    0.17
2683.60        0.06           237.82         2683.53        6.561          2.720          426703.559     6499710.719    0.17
2683.80        0.06           239.01         2683.72        6.561          2.720          426703.559     6499710.719    0.17
2684.00        0.06           240.20         2683.92        6.562          2.720          426703.560     6499710.719    0.17
2684.20        0.06           241.39         2684.12        6.562          2.720          426703.560     6499710.719    0.17
2684.40        0.06           242.58         2684.32        6.562          2.720          426703.560     6499710.719    0.17
2684.60        0.06           243.77         2684.52        6.562          2.720          426703.560     6499710.719    0.17
2684.80        0.06           244.96         2684.72        6.562          2.720          426703.560     6499710.719    0.17
2685.00        0.06           246.15         2684.92        6.562          2.720          426703.560     6499710.719    0.17
2685.20        0.06           245.69         2685.12        6.562          2.720          426703.560     6499710.719    0.17
2685.40        0.06           245.23         2685.32        6.562          2.720          426703.560     6499710.719    0.17
2685.60        0.06           244.77         2685.52        6.562          2.720          426703.560     6499710.719    0.17
2685.80        0.06           244.32         2685.72        6.562          2.720          426703.560     6499710.719    0.17
2686.00        0.06           243.86         2685.92        6.562          2.719          426703.560     6499710.718    0.17
2686.20        0.06           243.40         2686.12        6.562          2.719          426703.560     6499710.718    0.17
2686.40        0.06           242.94         2686.32        6.563          2.719          426703.561     6499710.718    0.17
2686.60        0.06           242.48         2686.52        6.563          2.719          426703.561     6499710.718    0.17
2686.80        0.06           242.02         2686.72        6.563          2.719          426703.561     6499710.718    0.17
2687.00        0.06           241.56         2686.92        6.563          2.719          426703.561     6499710.718    0.17
2687.20        0.06           241.11         2687.12        6.563          2.719          426703.561     6499710.718    0.17
2687.40        0.06           240.65         2687.32        6.563          2.719          426703.561     6499710.718    0.17
2687.60        0.06           240.19         2687.52        6.563          2.718          426703.561     6499710.717    0.17
2687.80        0.06           239.73         2687.72        6.563          2.718          426703.561     6499710.717    0.17
2688.00        0.06           239.27         2687.92        6.563          2.718          426703.561     6499710.717    0.17
2688.20        0.06           238.81         2688.12        6.563          2.718          426703.561     6499710.717    0.17
2688.40        0.06           238.36         2688.32        6.563          2.718          426703.561     6499710.717    0.16
2688.60        0.06           237.90         2688.52        6.563          2.718          426703.561     6499710.717    0.16
2688.80        0.06           237.44         2688.72        6.564          2.718          426703.562     6499710.717    0.16
2689.00        0.06           236.98         2688.92        6.564          2.718          426703.562     6499710.717    0.16
2689.20        0.06           236.52         2689.12        6.564          2.718          426703.562     6499710.717    0.16
2689.40        0.06           236.06         2689.32        6.564          2.717          426703.562     6499710.716    0.16
2689.60        0.06           235.60         2689.52        6.564          2.717          426703.562     6499710.716    0.16
2689.80        0.06           235.15         2689.72        6.564          2.717          426703.562     6499710.716    0.16
2690.00        0.06           234.69         2689.92        6.564          2.717          426703.562     6499710.716    0.16
2690.20        0.06           234.23         2690.12        6.564          2.717          426703.562     6499710.716    0.16
2690.40        0.06           233.77         2690.32        6.564          2.717          426703.562     6499710.716    0.16
2690.60        0.06           233.31         2690.52        6.564          2.717          426703.562     6499710.716    0.16
2690.80        0.06           232.85         2690.72        6.564          2.717          426703.562     6499710.716    0.16
2691.00        0.07           232.39         2690.92        6.564          2.717          426703.562     6499710.716    0.16
2691.20        0.07           231.94         2691.12        6.565          2.716          426703.563     6499710.715    0.16
2691.40        0.07           231.48         2691.32        6.565          2.716          426703.563     6499710.715    0.16
2691.60        0.07           231.02         2691.52        6.565          2.716          426703.563     6499710.715    0.16
2691.80        0.07           230.56         2691.73        6.565          2.716          426703.563     6499710.715    0.16
2692.00        0.07           230.10         2691.93        6.565          2.716          426703.563     6499710.715    0.16
2692.20        0.07           229.64         2692.13        6.565          2.716          426703.563     6499710.715    0.16
2692.40        0.07           229.18         2692.33        6.565          2.716          426703.563     6499710.715    0.16
2692.60        0.07           228.73         2692.53        6.565          2.716          426703.563     6499710.715    0.16
2692.80        0.07           228.27         2692.73        6.565          2.715          426703.563     6499710.714    0.16
2693.00        0.07           227.81         2692.93        6.565          2.715          426703.563     6499710.714    0.16
2693.20        0.07           227.35         2693.13        6.565          2.715          426703.563     6499710.714    0.16
2693.40        0.07           226.89         2693.33        6.565          2.715          426703.563     6499710.714    0.16
2693.60        0.07           226.43         2693.53        6.566          2.715          426703.564     6499710.714    0.16
2693.80        0.07           225.97         2693.73        6.566          2.715          426703.564     6499710.714    0.16
2694.00        0.07           225.52         2693.93        6.566          2.715          426703.564     6499710.714    0.16
2694.20        0.07           225.06         2694.13        6.566          2.715          426703.564     6499710.714    0.16
2694.40        0.07           224.60         2694.33        6.566          2.715          426703.564     6499710.714    0.16
2694.60        0.07           224.14         2694.53        6.566          2.714          426703.564     6499710.713    0.16
2694.80        0.07           223.68         2694.73        6.566          2.714          426703.564     6499710.713    0.15
2695.00        0.07           223.22         2694.93        6.566          2.714          426703.564     6499710.713    0.15
2695.20        0.07           222.77         2695.13        6.566          2.714          426703.564     6499710.713    0.15
2695.40        0.07           222.31         2695.33        6.566          2.714          426703.564     6499710.713    0.15
2695.60        0.07           221.85         2695.53        6.566          2.714          426703.564     6499710.713    0.15
2695.80        0.07           221.39         2695.73        6.566          2.714          426703.564     6499710.713    0.15
2696.00        0.07           220.93         2695.93        6.567          2.714          426703.565     6499710.713    0.15
2696.20        0.07           220.47         2696.13        6.567          2.713          426703.565     6499710.712    0.15
2696.40        0.07           220.01         2696.33        6.567          2.713          426703.565     6499710.712    0.15
2696.60        0.07           219.56         2696.53        6.567          2.713          426703.565     6499710.712    0.15
2696.80        0.07           219.10         2696.73        6.567          2.713          426703.565     6499710.712    0.15
2697.00        0.07           218.64         2696.93        6.567          2.713          426703.565     6499710.712    0.15
2697.20        0.07           218.18         2697.13        6.567          2.713          426703.565     6499710.712    0.15
2697.40        0.07           217.72         2697.33        6.567          2.713          426703.565     6499710.712    0.15
2697.60        0.07           217.26         2697.53        6.567          2.713          426703.565     6499710.712    0.15
2697.80        0.07           216.80         2697.73        6.567          2.713          426703.565     6499710.712    0.15
2698.00        0.07           216.35         2697.93        6.567          2.712          426703.565     6499710.711    0.15
2698.20        0.07           215.89         2698.13        6.567          2.712          426703.565     6499710.711    0.15
2698.40        0.07           215.43         2698.33        6.568          2.712          426703.566     6499710.711    0.15
2698.60        0.07           214.97         2698.53        6.568          2.712          426703.566     6499710.711    0.15
2698.80        0.07           214.51         2698.73        6.568          2.712          426703.566     6499710.711    0.15
2699.00        0.07           214.05         2698.93        6.568          2.712          426703.566     6499710.711    0.15
2699.20        0.07           213.59         2699.13        6.568          2.712          426703.566     6499710.711    0.15
2699.40        0.07           213.14         2699.33        6.568          2.712          426703.566     6499710.711    0.15
2699.60        0.07           212.68         2699.53        6.568          2.712          426703.566     6499710.711    0.15
2699.80        0.07           212.22         2699.73        6.568          2.711          426703.566     6499710.710    0.15
2700.00        0.07           211.76         2699.93        6.568          2.711          426703.566     6499710.710    0.15
2700.20        0.07           211.30         2700.13        6.568          2.711          426703.566     6499710.710    0.15
2700.40        0.07           210.84         2700.33        6.568          2.711          426703.566     6499710.710    0.15
2700.60        0.07           210.38         2700.53        6.568          2.711          426703.566     6499710.710    0.15
2700.80        0.07           209.93         2700.73        6.568          2.711          426703.566     6499710.710    0.15
2701.00        0.07           209.47         2700.93        6.569          2.711          426703.567     6499710.710    0.15
2701.20        0.07           209.01         2701.13        6.569          2.711          426703.567     6499710.710    0.15
2701.40        0.07           208.55         2701.33        6.569          2.710          426703.567     6499710.709    0.14
2701.60        0.07           208.09         2701.53        6.569          2.710          426703.567     6499710.709    0.14
2701.80        0.07           207.63         2701.73        6.569          2.710          426703.567     6499710.709    0.14
2702.00        0.07           207.18         2701.93        6.569          2.710          426703.567     6499710.709    0.14
2702.20        0.07           206.72         2702.13        6.569          2.710          426703.567     6499710.709    0.14
2702.40        0.07           206.26         2702.33        6.569          2.710          426703.567     6499710.709    0.14
2702.60        0.08           205.80         2702.53        6.569          2.710          426703.567     6499710.709    0.14
2702.80        0.08           205.34         2702.73        6.569          2.710          426703.567     6499710.709    0.14
2703.00        0.08           204.88         2702.93        6.569          2.710          426703.567     6499710.709    0.14
2703.20        0.08           204.42         2703.13        6.569          2.709          426703.567     6499710.708    0.14
2703.40        0.08           203.97         2703.33        6.570          2.709          426703.568     6499710.708    0.14
2703.60        0.08           203.51         2703.53        6.570          2.709          426703.568     6499710.708    0.14
2703.80        0.08           203.05         2703.73        6.570          2.709          426703.568     6499710.708    0.14
2704.00        0.08           202.59         2703.93        6.570          2.709          426703.568     6499710.708    0.14
2704.20        0.08           202.13         2704.13        6.570          2.709          426703.568     6499710.708    0.14
2704.40        0.08           201.67         2704.33        6.570          2.709          426703.568     6499710.708    0.14
2704.60        0.08           201.21         2704.53        6.570          2.709          426703.568     6499710.708    0.14
2704.80        0.08           200.76         2704.73        6.570          2.708          426703.568     6499710.707    0.14
2705.00        0.08           200.30         2704.93        6.570          2.708          426703.568     6499710.707    0.14
2705.20        0.08           199.84         2705.13        6.570          2.708          426703.568     6499710.707    0.14
2705.40        0.08           199.38         2705.33        6.570          2.708          426703.568     6499710.707    0.14
2705.60        0.08           198.92         2705.53        6.570          2.708          426703.568     6499710.707    0.14
2705.80        0.08           198.46         2705.73        6.571          2.708          426703.569     6499710.707    0.14
2706.00        0.08           198.00         2705.93        6.571          2.708          426703.569     6499710.707    0.14
2706.20        0.08           197.55         2706.14        6.571          2.708          426703.569     6499710.707    0.14
2706.40        0.08           197.09         2706.34        6.571          2.708          426703.569     6499710.707    0.14
2706.60        0.08           196.63         2706.54        6.571          2.707          426703.569     6499710.706    0.14
2706.80        0.08           196.17         2706.74        6.571          2.707          426703.569     6499710.706    0.14
2707.00        0.08           195.71         2706.94        6.571          2.707          426703.569     6499710.706    0.14
2707.20        0.08           195.25         2707.14        6.571          2.707          426703.569     6499710.706    0.14
2707.40        0.08           194.79         2707.34        6.571          2.707          426703.569     6499710.706    0.14
2707.60        0.08           194.34         2707.54        6.571          2.707          426703.569     6499710.706    0.14
2707.80        0.08           193.88         2707.74        6.571          2.707          426703.569     6499710.706    0.13
2708.00        0.08           193.42         2707.94        6.571          2.707          426703.569     6499710.706    0.13
2708.20        0.08           192.96         2708.14        6.572          2.706          426703.570     6499710.705    0.13
2708.40        0.08           192.50         2708.34        6.572          2.706          426703.570     6499710.705    0.13
2708.60        0.08           192.04         2708.54        6.572          2.706          426703.570     6499710.705    0.13
2708.80        0.08           191.59         2708.74        6.572          2.706          426703.570     6499710.705    0.13
2709.00        0.08           191.13         2708.94        6.572          2.706          426703.570     6499710.705    0.13
2709.20        0.08           190.67         2709.14        6.572          2.706          426703.570     6499710.705    0.13
2709.40        0.08           190.21         2709.34        6.572          2.706          426703.570     6499710.705    0.13
2709.60        0.08           189.75         2709.54        6.572          2.706          426703.570     6499710.705    0.13
2709.80        0.08           189.29         2709.74        6.572          2.706          426703.570     6499710.705    0.13
2710.00        0.08           188.83         2709.94        6.572          2.705          426703.570     6499710.704    0.13
2710.20        0.08           188.38         2710.14        6.572          2.705          426703.570     6499710.704    0.13
2710.40        0.08           187.92         2710.34        6.572          2.705          426703.570     6499710.704    0.13
2710.60        0.08           187.46         2710.54        6.573          2.705          426703.571     6499710.704    0.13
2710.80        0.08           187.00         2710.74        6.573          2.705          426703.571     6499710.704    0.13
2711.00        0.08           186.54         2710.94        6.573          2.705          426703.571     6499710.704    0.13
2711.20        0.08           186.08         2711.14        6.573          2.705          426703.571     6499710.704    0.13
2711.40        0.08           185.62         2711.34        6.573          2.705          426703.571     6499710.704    0.13
2711.60        0.08           185.17         2711.54        6.573          2.705          426703.571     6499710.704    0.13
2711.80        0.08           184.71         2711.74        6.573          2.704          426703.571     6499710.703    0.13
2712.00        0.08           184.25         2711.94        6.573          2.704          426703.571     6499710.703    0.13
2712.20        0.08           183.79         2712.14        6.573          2.704          426703.571     6499710.703    0.13
2712.40        0.08           183.33         2712.34        6.573          2.704          426703.571     6499710.703    0.13
2712.60        0.08           182.87         2712.54        6.573          2.704          426703.571     6499710.703    0.13
2712.80        0.08           182.41         2712.74        6.573          2.704          426703.571     6499710.703    0.13
2713.00        0.08           181.96         2712.94        6.574          2.704          426703.572     6499710.703    0.13
2713.20        0.08           181.50         2713.14        6.574          2.704          426703.572     6499710.703    0.13
2713.40        0.08           181.04         2713.34        6.574          2.703          426703.572     6499710.702    0.13
2713.60        0.08           180.58         2713.54        6.574          2.703          426703.572     6499710.702    0.13
2713.80        0.08           180.12         2713.74        6.574          2.703          426703.572     6499710.702    0.13
2714.00        0.08           179.66         2713.94        6.574          2.703          426703.572     6499710.702    0.13
2714.20        0.09           179.21         2714.14        6.574          2.703          426703.572     6499710.702    0.13
2714.40        0.09           178.75         2714.34        6.574          2.703          426703.572     6499710.702    0.12
2714.60        0.09           178.29         2714.54        6.574          2.703          426703.572     6499710.702    0.12
2714.80        0.09           177.83         2714.74        6.574          2.703          426703.572     6499710.702    0.12
2715.00        0.09           177.37         2714.94        6.574          2.703          426703.572     6499710.702    0.12
2715.20        0.09           176.91         2715.14        6.574          2.702          426703.572     6499710.701    0.12
2715.40        0.09           176.45         2715.34        6.574          2.702          426703.572     6499710.701    0.12
2715.60        0.09           176.00         2715.54        6.575          2.702          426703.573     6499710.701    0.12
2715.80        0.09           175.54         2715.74        6.575          2.702          426703.573     6499710.701    0.12
2716.00        0.09           175.08         2715.94        6.575          2.702          426703.573     6499710.701    0.12
2716.20        0.09           174.62         2716.14        6.575          2.702          426703.573     6499710.701    0.12
2716.40        0.09           174.16         2716.34        6.575          2.702          426703.573     6499710.701    0.12
2716.60        0.09           173.70         2716.54        6.575          2.702          426703.573     6499710.701    0.12
2716.80        0.09           173.24         2716.74        6.575          2.701          426703.573     6499710.700    0.12
2717.00        0.09           172.79         2716.94        6.575          2.701          426703.573     6499710.700    0.12
2717.20        0.09           172.33         2717.14        6.575          2.701          426703.573     6499710.700    0.12
2717.40        0.09           171.87         2717.34        6.575          2.701          426703.573     6499710.700    0.12
2717.60        0.09           171.41         2717.54        6.575          2.701          426703.573     6499710.700    0.12
2717.80        0.09           170.95         2717.74        6.575          2.701          426703.573     6499710.700    0.12
2718.00        0.09           170.49         2717.94        6.576          2.701          426703.574     6499710.700    0.12
2718.20        0.09           170.03         2718.14        6.576          2.701          426703.574     6499710.700    0.12
2718.40        0.09           169.58         2718.34        6.576          2.701          426703.574     6499710.700    0.12
2718.60        0.09           169.12         2718.54        6.576          2.700          426703.574     6499710.699    0.12
2718.80        0.09           168.66         2718.74        6.576          2.700          426703.574     6499710.699    0.12
2719.00        0.09           168.20         2718.94        6.576          2.700          426703.574     6499710.699    0.12
2719.20        0.09           167.74         2719.14        6.576          2.700          426703.574     6499710.699    0.12
2719.40        0.09           167.28         2719.34        6.576          2.700          426703.574     6499710.699    0.12
2719.60        0.09           166.82         2719.54        6.576          2.700          426703.574     6499710.699    0.12
2719.80        0.09           166.37         2719.74        6.576          2.700          426703.574     6499710.699    0.12
2720.00        0.09           165.91         2719.94        6.576          2.700          426703.574     6499710.699    0.12
2720.20        0.09           165.45         2720.14        6.576          2.700          426703.574     6499710.699    0.12
2720.40        0.09           164.99         2720.34        6.577          2.699          426703.575     6499710.698    0.12
2720.60        0.09           164.53         2720.54        6.577          2.699          426703.575     6499710.698    0.12
2720.80        0.09           164.07         2720.75        6.577          2.699          426703.575     6499710.698    0.11
2721.00        0.09           163.62         2720.95        6.577          2.699          426703.575     6499710.698    0.11
2721.20        0.09           163.16         2721.15        6.577          2.699          426703.575     6499710.698    0.11
2721.40        0.09           162.70         2721.35        6.577          2.699          426703.575     6499710.698    0.11
2721.60        0.09           162.24         2721.55        6.577          2.699          426703.575     6499710.698    0.11
2721.80        0.09           161.78         2721.75        6.577          2.699          426703.575     6499710.698    0.11
2722.00        0.09           161.32         2721.95        6.577          2.698          426703.575     6499710.697    0.11
2722.20        0.09           160.86         2722.15        6.577          2.698          426703.575     6499710.697    0.11
2722.40        0.09           160.41         2722.35        6.577          2.698          426703.575     6499710.697    0.11
2722.60        0.09           159.95         2722.55        6.577          2.698          426703.575     6499710.697    0.11
2722.80        0.09           159.49         2722.75        6.578          2.698          426703.576     6499710.697    0.11
2723.00        0.09           159.03         2722.95        6.578          2.698          426703.576     6499710.697    0.11
2723.20        0.09           158.57         2723.15        6.578          2.698          426703.576     6499710.697    0.11
2723.40        0.09           158.11         2723.35        6.578          2.698          426703.576     6499710.697    0.11
2723.60        0.09           157.65         2723.55        6.578          2.698          426703.576     6499710.697    0.11
2723.80        0.09           157.20         2723.75        6.578          2.697          426703.576     6499710.696    0.11
2724.00        0.09           156.74         2723.95        6.578          2.697          426703.576     6499710.696    0.11
2724.20        0.09           156.28         2724.15        6.578          2.697          426703.576     6499710.696    0.11
2724.40        0.09           155.82         2724.35        6.578          2.697          426703.576     6499710.696    0.11
2724.60        0.09           155.36         2724.55        6.578          2.697          426703.576     6499710.696    0.11
2724.80        0.09           154.90         2724.75        6.578          2.697          426703.576     6499710.696    0.11
2725.00        0.09           154.44         2724.95        6.578          2.697          426703.576     6499710.696    0.11
2725.20        0.09           153.99         2725.15        6.579          2.697          426703.577     6499710.696    0.11
2725.40        0.09           153.53         2725.35        6.579          2.696          426703.577     6499710.695    0.11
2725.60        0.09           153.07         2725.55        6.579          2.696          426703.577     6499710.695    0.11
2725.80        0.09           152.61         2725.75        6.579          2.696          426703.577     6499710.695    0.11
2726.00        0.10           152.15         2725.95        6.579          2.696          426703.577     6499710.695    0.11
2726.20        0.10           151.69         2726.15        6.579          2.696          426703.577     6499710.695    0.11
2726.40        0.10           151.23         2726.35        6.579          2.696          426703.577     6499710.695    0.11
2726.60        0.10           150.78         2726.55        6.579          2.696          426703.577     6499710.695    0.11
2726.80        0.10           150.32         2726.75        6.579          2.696          426703.577     6499710.695    0.11
2727.00        0.10           149.86         2726.95        6.579          2.696          426703.577     6499710.695    0.11
2727.20        0.10           149.40         2727.15        6.579          2.695          426703.577     6499710.694    0.10
2727.40        0.10           148.94         2727.35        6.579          2.695          426703.577     6499710.694    0.10
2727.60        0.10           148.48         2727.55        6.580          2.695          426703.578     6499710.694    0.10
2727.80        0.10           148.03         2727.75        6.580          2.695          426703.578     6499710.694    0.10
2728.00        0.10           147.57         2727.95        6.580          2.695          426703.578     6499710.694    0.10
2728.20        0.10           147.11         2728.15        6.580          2.695          426703.578     6499710.694    0.10
2728.40        0.10           146.65         2728.35        6.580          2.695          426703.578     6499710.694    0.10
2728.60        0.10           146.19         2728.55        6.580          2.695          426703.578     6499710.694    0.10
2728.80        0.10           145.73         2728.75        6.580          2.695          426703.578     6499710.694    0.10
2729.00        0.10           145.27         2728.95        6.580          2.694          426703.578     6499710.693    0.10
2729.20        0.10           144.82         2729.15        6.580          2.694          426703.578     6499710.693    0.10
2729.40        0.10           144.36         2729.35        6.580          2.694          426703.578     6499710.693    0.10
2729.60        0.10           143.90         2729.55        6.580          2.694          426703.578     6499710.693    0.10
2729.80        0.10           143.44         2729.75        6.580          2.694          426703.578     6499710.693    0.10
2730.00        0.10           142.98         2729.95        6.580          2.694          426703.578     6499710.693    0.10
2730.20        0.10           142.52         2730.15        6.581          2.694          426703.579     6499710.693    0.10
2730.40        0.10           142.06         2730.35        6.581          2.694          426703.579     6499710.693    0.10
2730.60        0.10           141.61         2730.55        6.581          2.693          426703.579     6499710.692    0.10
2730.80        0.10           141.15         2730.75        6.581          2.693          426703.579     6499710.692    0.10
2731.00        0.10           140.69         2730.95        6.581          2.693          426703.579     6499710.692    0.10
2731.20        0.10           140.23         2731.15        6.581          2.693          426703.579     6499710.692    0.10
2731.40        0.10           139.77         2731.35        6.581          2.693          426703.579     6499710.692    0.10
2731.60        0.10           139.31         2731.55        6.581          2.693          426703.579     6499710.692    0.10
2731.80        0.10           138.85         2731.75        6.581          2.693          426703.579     6499710.692    0.10
2732.00        0.10           138.40         2731.95        6.581          2.693          426703.579     6499710.692    0.10
2732.20        0.10           137.94         2732.15        6.581          2.693          426703.579     6499710.692    0.10
2732.40        0.10           137.48         2732.35        6.581          2.692          426703.579     6499710.691    0.10
2732.60        0.10           137.02         2732.55        6.582          2.692          426703.580     6499710.691    0.10
2732.80        0.10           136.56         2732.75        6.582          2.692          426703.580     6499710.691    0.10
2733.00        0.10           136.10         2732.95        6.582          2.692          426703.580     6499710.691    0.10
2733.20        0.10           135.64         2733.15        6.582          2.692          426703.580     6499710.691    0.10
2733.40        0.10           135.19         2733.35        6.582          2.692          426703.580     6499710.691    0.10
2733.60        0.10           134.73         2733.55        6.582          2.692          426703.580     6499710.691    0.10
2733.80        0.10           134.27         2733.75        6.582          2.692          426703.580     6499710.691    0.09
2734.00        0.10           133.81         2733.95        6.582          2.691          426703.580     6499710.690    0.09
2734.20        0.10           133.35         2734.15        6.582          2.691          426703.580     6499710.690    0.09
2734.40        0.10           132.89         2734.35        6.582          2.691          426703.580     6499710.690    0.09
2734.60        0.10           132.44         2734.55        6.582          2.691          426703.580     6499710.690    0.09
2734.80        0.10           131.98         2734.75        6.582          2.691          426703.580     6499710.690    0.09
2735.00        0.10           131.52         2734.95        6.583          2.691          426703.581     6499710.690    0.09
2735.20        0.10           131.06         2735.16        6.583          2.691          426703.581     6499710.690    0.09
2735.40        0.10           130.60         2735.35        6.583          2.691          426703.581     6499710.690    0.09
2735.60        0.10           130.14         2735.56        6.583          2.691          426703.581     6499710.690    0.09
2735.80        0.10           129.68         2735.76        6.583          2.690          426703.581     6499710.689    0.09
2736.00        0.10           129.23         2735.96        6.583          2.690          426703.581     6499710.689    0.09
2736.20        0.10           128.77         2736.16        6.583          2.690          426703.581     6499710.689    0.09
2736.40        0.10           128.31         2736.36        6.583          2.690          426703.581     6499710.689    0.09
